emp_no,first_name,second_name,department,wage,project_completion_rate
8223,Elizabeth,Gilbert,IT,67254.97,53.52684749678266
8224,Chris,Smith,Testing,91945.45,45.99455039604061
8225,Stephanie,Mitchell,IT,71814.71,61.399543147219404
8226,Rebecca,Davis,Testing,98694.3,57.81964575015543
8227,Kelly,Gomez,Sales,77649.44,55.7907182391203
8228,Andrew,Riley,Testing,29572.95,34.28346053182308
8229,Pamela,Sanchez,HR,70282.72,60.4303036123389
8230,Grace,Lang,Research,81235.32,46.595505784473374
8231,Jordan,Torres,Sales,33416.14,33.213277778777496
8232,Andre,Johnson,Sales,9794.56,68.59945498572519
8233,Beverly,Banks,HR,24745.9,58.43911411869233
8234,Jaime,Smith,Testing,19477.3,51.85884650498317
8235,Louis,Lambert,IT,70770.57,44.14649063455655
8236,Richard,Fitzgerald,HR,84846.4,55.338925636594425
8237,Carol,Williams,Research,13308.3,40.08989573614413
8238,Jason,Johnson,Testing,40909.73,52.34751573575921
8239,Robert,Alexander,IT,89885.04,56.27197064070589
8240,David,Perry,Sales,92420.53,53.50893759162937
8241,Dr.,David,Sales,56557.36,71.55575489576114
8242,Pamela,Freeman,HR,7978.86,42.20232567993745
8243,Danielle,Blair,Research,71897.98,53.64216185050685
8244,Linda,Bates,HR,99277.64,44.09089726289463
8245,Andrew,Stewart,Research,39062.91,44.71714526699859
8246,Christina,Hurley,Research,13068.75,43.58650682313642
8247,Peter,Morton,IT,54225.53,52.896316547970606
8248,Carl,Cruz,Sales,71013.23,51.465671446721565
8249,Cassandra,Farmer,HR,73679.35,32.20414109071639
8250,Richard,Bishop,HR,87896.24,54.73741290587596
8251,Stephanie,Alvarez,IT,35399.8,64.90644010783042
8252,William,Smith,IT,16024.0,46.82522911108364
8253,Kristin,Harper,Sales,73976.04,56.559178314362875
8254,Katherine,Mendoza,IT,42583.43,38.60612717447209
8255,John,Fields,Research,67561.48,56.39783620868669
8256,Madison,Ward,Research,65262.09,51.74986944294075
8257,Evelyn,Smith,Testing,30184.98,59.457935835518136
8258,Wendy,Beck,Research,89020.97,45.638646633287635
8259,Ashley,Jimenez,Sales,49727.66,66.94161541579327
8260,Christopher,Delacruz,Sales,22445.57,43.30980900361469
8261,Michael,Valentine,Testing,53274.05,34.99178727392703
8262,Charles,Ward,Testing,7869.36,44.45132319470482
8263,Anna,Cochran,Sales,27996.74,48.654359454450976
8264,Ryan,Lopez,Sales,57278.17,45.818274517676294
8265,Eric,Floyd,HR,47128.76,45.459354564072626
8266,Lori,Allen,Sales,24403.1,53.973417019431444
8267,Susan,Jones,Testing,66576.73,54.86166075688954
8268,Jessica,Harvey,Research,82080.82,52.101350505580015
8269,Nichole,Travis,Sales,47426.93,36.73850301454055
8270,Margaret,Valenzuela,IT,3698.21,42.45630076004878
8271,Billy,Davis,Testing,64031.74,42.74254454035517
8272,Todd,Lucero,HR,48116.54,46.95836886613571
8273,Daniel,Hardy,Testing,92314.71,37.0157221376805
8274,Cheryl,Warner,HR,75894.51,56.4677249915322
8275,Matthew,Vega,HR,59195.87,27.656622646659102
8276,Mrs.,Diane,Research,18133.37,46.99677055477509
8277,Cynthia,Castillo,Research,96610.18,44.56430255267779
8278,James,Hughes,IT,3210.64,43.211968819988556
8279,James,Guerra,Research,46506.58,41.666345006623914
8280,Ian,Mullen,Sales,64540.1,59.37540210041074
8281,Andrea,Kirk,Testing,15607.94,26.84097917611188
8282,Tim,Ford,IT,37241.69,66.208289044235
8283,Angela,Hughes,HR,62315.36,46.194506266005014
8284,Paul,Chapman,Testing,46754.18,52.10091441867812
8285,Mr.,Samuel,Sales,28517.34,64.59177095205078
8286,Daniel,Gonzalez,Sales,78269.81,46.80571928760415
8287,Wendy,Anderson,IT,79844.45,36.30341851745636
8288,Derek,Franklin,Testing,58462.33,50.40861296888175
8289,Laurie,Levine,IT,87895.7,26.3866810220018
8290,Kimberly,Wilson,IT,40518.85,50.31292604627167
8291,Michael,Deleon,Testing,5364.51,45.94033747947074
8292,Kathryn,Chen,Testing,81847.08,41.6473714563809
8293,Phillip,Love,Sales,99989.23,60.361685983479425
8294,Leslie,Galloway,Testing,24521.9,51.39412336732436
8295,Christy,Caldwell,Testing,79501.47,31.409694223602113
8296,Tammy,Strong,HR,27316.83,67.0025462751144
8297,Brandon,Long,Research,94605.1,55.96599289893406
8298,Michelle,Smith,Research,4028.83,34.342588389120735
8299,Amanda,Foster,Testing,54409.05,47.61488396260864
8300,Ashley,Smith,HR,19726.8,44.57046914432539
8301,Robert,Good,Sales,5656.96,55.63712205676322
8302,Russell,King,IT,9827.29,72.28235220484876
8303,Nancy,Schultz,Sales,85698.92,53.98995258191217
8304,Kristen,Torres,HR,57666.17,56.46353317605689
8305,Mary,Ruiz,HR,13119.52,62.38075686487322
8306,Angela,Castro,Testing,80469.12,63.27355803221681
8307,Jeffery,Cortez,HR,24288.05,42.72946546372582
8308,Michelle,Saunders,HR,75204.7,55.347653464510174
8309,Jessica,Smith,Sales,7968.92,50.647464390446636
8310,Jose,Johnson,HR,97716.55,53.506968864499726
8311,James,Brown,Research,54586.92,43.7763211532098
8312,Amy,Alvarado,IT,36921.93,31.435738938354135
8313,Sara,Moore,IT,22383.67,60.0132018168529
8314,William,Ford,Research,5362.0,56.40234297481795
8315,Lisa,Silva,HR,50595.84,66.61223531522606
8316,Jeanette,Rosario,Research,28817.71,55.1389607591195
8317,Debra,Roberts,Research,83157.56,45.39991803412955
8318,Casey,Jones,HR,30226.24,48.45868120465659
8319,Jason,Miles,Research,79022.67,65.44098961559038
8320,Mitchell,Smith,Sales,94430.54,55.767471222167615
8321,Gerald,Taylor,Research,81317.04,34.62113034278005
8322,Ashley,Potter,Research,34154.35,41.53429563728784
8323,Jared,Jones,Research,48371.74,46.775231032148355
8324,Arthur,Johnson,Sales,60813.42,63.25188385911595
8325,Dustin,Stevenson,IT,21754.34,45.77531093780053
8326,Lisa,Williams,Research,82055.8,51.26048637332661
8327,Mr.,Michael,IT,35561.99,47.334157034427825
8328,Jennifer,Carney,Research,92377.31,58.43664388469461
8329,Diane,Woodward,HR,846.1,58.80272315057416
8330,Ashley,Baker,IT,37891.36,44.99852702362672
8331,Robert,Skinner,Testing,96599.1,58.08251216989363
8332,Nicole,Graham,Testing,95522.71,61.74541749323669
8333,Michael,Jordan,Research,43260.75,53.694643442742255
8334,Laura,Peters,Testing,92001.82,69.84459055047645
8335,Joseph,Jones,IT,12098.08,65.52493142891423
8336,Angela,Ramsey,Research,22531.55,33.311261841657966
8337,Thomas,Johnson,Research,77045.89,56.664995051093605
8338,Victoria,Mercer,IT,80984.25,65.1008983556533
8339,Nicole,Jones,Research,97931.45,63.304466323913495
8340,Robert,Robinson,Research,56168.79,48.62511732756547
8341,Heidi,Fowler,Sales,26061.2,44.641226978248206
8342,Lisa,Clarke,IT,79509.59,46.68115917032213
8343,Mark,White,HR,91145.67,47.619284883585365
8344,Michael,Carlson,Testing,97377.8,29.486636128641045
8345,Mrs.,Julia,IT,92768.06,55.59626485939181
8346,Megan,Escobar,Research,33127.41,59.535116209645395
8347,Kimberly,Wilson,HR,66562.55,48.26714426269264
8348,Stephen,Smith,Testing,21453.65,48.7168755645839
8349,James,Tate,Research,73545.77,40.1270830060463
8350,Alexis,Foster,Sales,38862.87,42.229416011203355
8351,Tina,Howell,IT,5131.94,56.49910916132431
8352,Christine,Thompson,Research,97386.35,44.551790689589154
8353,Jason,Bender,HR,17117.3,24.733147018195936
8354,Susan,Taylor,Research,84666.23,60.90793994512805
8355,Jimmy,Hale,Sales,79790.63,31.52110600080931
8356,Molly,Clark,Research,82664.62,42.064488437896415
8357,Paul,Simon,Testing,87741.93,67.0511360765072
8358,Christina,Colon,Testing,74723.55,47.79558437301308
8359,Michelle,Gray,HR,2128.58,49.27530077833379
8360,Sydney,Valencia,Research,19204.32,43.17774625278829
8361,Jennifer,Crawford,Sales,75406.38,53.4854474339699
8362,Julie,Mccarty,IT,85194.39,36.791868616864235
8363,Christopher,Martinez,HR,75470.64,34.84026151114365
8364,Stephen,Bowen,IT,80005.06,65.12328983901044
8365,Lauren,Cortez,Research,64569.36,46.40501540053926
8366,April,Williams,Research,48718.32,46.798972913690626
8367,Mrs.,Heather,Testing,1014.93,41.464647599172956
8368,Leslie,White,Sales,72959.72,46.31037416357544
8369,Gina,Walter,Sales,77906.22,44.08231667680317
8370,Holly,Deleon,Research,5800.54,48.67745397636804
8371,John,Thomas,HR,62533.16,64.43844707818175
8372,Adam,Johnson,HR,50199.93,29.48303024919572
8373,Harry,Thompson,Research,24640.66,55.86704841271935
8374,Ebony,Day,HR,80696.5,59.47911422005885
8375,Jennifer,Curtis,Research,81724.12,43.46187606267715
8376,Aaron,Taylor,HR,82262.46,58.40877606168853
8377,Ashley,Fletcher,HR,31408.72,57.55725297871403
8378,Jeffrey,Moore,Sales,9847.58,53.905142746973894
8379,Lisa,Rios,Sales,69083.56,50.25441228150658
8380,Kenneth,Rhodes,Research,49578.78,55.766014485053205
8381,Mary,James,IT,50060.74,81.6885484773129
8382,Andrew,Michael,Research,18332.81,48.378208150095
8383,Nicholas,Norton,IT,9621.06,50.539791977132886
8384,Denise,Thompson,Sales,66933.09,68.29082091375209
8385,Patricia,Bradley,Sales,52301.51,62.78554087470043
8386,Emily,Hampton,Sales,7116.47,58.0173649767431
8387,Keith,Black,Research,58124.84,67.86025812793028
8388,Ashley,Montgomery,Research,90219.61,63.176133301339206
8389,Erica,Bowers,Sales,8817.36,56.43795303563807
8390,Angela,Mcgrath,IT,33576.72,43.26959768491446
8391,Walter,Wilson,IT,19343.51,55.909174051705115
8392,Stephanie,Ward,Research,36176.76,47.49361306993159
8393,Melissa,Odonnell,HR,43204.04,45.18040354520954
8394,Mark,Benson,HR,14792.79,42.22448120607771
8395,Bryce,Perkins,Testing,27475.55,70.02312133055494
8396,Larry,Jones,Research,97800.53,31.74661486278348
8397,Victor,Robinson,Research,92146.22,53.50266657727128
8398,Bradley,Mercado,Testing,64205.25,50.18126737731048
8399,Elizabeth,Carr,HR,35501.05,48.520351691642894
8400,Nichole,Anderson,HR,6794.39,52.835064112329675
8401,Melanie,Green,IT,14213.04,49.56155174822508
8402,Allison,Pennington,Sales,65108.1,44.4416405753476
8403,William,Hodge,HR,62569.83,53.31275883426355
8404,Kimberly,Lee,Research,26892.3,38.39973446871272
8405,David,Roberts,Research,25249.5,37.980059673107824
8406,Nicole,Moore,Sales,72985.09,34.89913977505856
8407,Michelle,Bowen,IT,68341.41,46.93928022955509
8408,Jaclyn,Harper,Testing,922.89,48.433945850779224
8409,Cristina,Smith,Sales,11781.76,46.88085226619149
8410,Lance,Guerra,Sales,72039.69,54.81236188463947
8411,Laura,Woods,Research,62244.47,64.78836193627733
8412,Joseph,Brewer,Testing,91063.43,40.99625456641512
8413,Christopher,Walker,HR,38349.38,33.82391658569411
8414,Monica,Rojas,Sales,25413.16,57.76364526259475
8415,Luis,Wilson,Testing,48189.09,49.23406634289502
8416,Renee,Johnson,Testing,99153.3,46.88930818475805
8417,Timothy,Scott,IT,7279.98,52.23463295700619
8418,Morgan,Reyes,Testing,30636.91,46.435964587185346
8419,Michelle,Patel,IT,83976.45,53.724699805092285
8420,Randy,Johnson,HR,91779.33,43.216082397515194
8421,Adam,Contreras,Testing,99405.35,51.67834590911951
8422,David,Horn,IT,44375.37,30.10253330460969
8423,Scott,Bennett,Sales,51581.49,46.29370568780818
8424,Lisa,Gates,Testing,38670.85,56.54400637143943
8425,Derek,Grimes,Testing,40083.41,48.667447406514306
8426,Michael,Webster,IT,59538.79,37.06666633361553
8427,Paul,Garcia,Testing,96812.83,42.167845541157604
8428,Diane,Wallace,Sales,704.66,54.74764983822284
8429,Janice,Weaver,Research,54718.99,40.26758600855956
8430,Ellen,Smith,IT,69974.8,68.3889044136194
8431,Brandon,Sharp,Sales,23739.62,38.80661295567738
8432,Alfred,Lester,Sales,12412.59,64.41409383120177
8433,Leonard,Mathews,IT,78224.05,34.71278587647453
8434,Samantha,Hunter,Sales,97508.86,52.28468388771711
8435,Charles,Walker,Testing,4926.33,57.89271963129098
8436,Taylor,Hampton,Sales,58101.79,54.10454416533257
8437,Eric,Cruz,Sales,40810.02,50.40366371535568
8438,Robin,Harper,Testing,85989.67,46.63799486734658
8439,Sergio,Cohen,Testing,79354.64,61.87929685343252
8440,Johnny,Hughes,HR,17717.41,40.414658747974634
8441,Trevor,Campbell,HR,49072.91,65.04195798973754
8442,Leah,Russell,Sales,7753.2,49.34960366070915
8443,Richard,Silva,Testing,44223.54,42.58218315165927
8444,Jennifer,Jones,HR,7998.22,46.68399757105902
8445,Eric,Smith,HR,87531.91,58.97004017937699
8446,Patricia,Higgins,Testing,20996.88,44.997187837245846
8447,Kimberly,Mora,IT,16300.42,62.21186950770094
8448,Caroline,Schneider,Research,62558.94,58.95405474441339
8449,Edwin,Good,Testing,28623.27,42.88332507200535
8450,Julie,Atkins,Research,59594.79,45.09459683636063
8451,Glenn,Dean,HR,30813.9,62.17206639419682
8452,Karen,Potts,Sales,48061.54,52.59820169367361
8453,Jon,Howard,IT,33938.5,51.91381935827341
8454,James,Gibson,IT,2413.36,69.59969785549616
8455,Jerry,Livingston,Research,48024.49,41.83997041063621
8456,Michael,Aguilar,Research,81619.15,57.6370526800661
8457,Andrew,Sharp,Testing,88436.46,59.99052548713222
8458,Kristin,Robinson,Testing,98959.93,46.76337958867628
8459,Megan,Wade,HR,85424.56,42.39435202370776
8460,Brian,Lewis,IT,8517.02,46.82012540204787
8461,Robert,Adkins,Testing,29092.99,53.53028146437965
8462,Kyle,Simon,HR,74701.65,49.04913531112893
8463,Paul,Gray,IT,214.33,51.7474197547861
8464,Wesley,Chase,IT,78401.62,68.18372076039171
8465,Lindsey,Cox,HR,89389.7,25.14208081992369
8466,Susan,Obrien,Research,678.83,72.03625513867827
8467,Lindsay,Scott,Research,89520.22,72.54063600469334
8468,Andrew,Thompson,Sales,58877.99,49.89768720502907
8469,Kevin,Thomas,HR,17096.29,47.572465288709445
8470,Dorothy,Nelson,HR,37809.23,44.956384789078825
8471,Michelle,Patel,IT,73665.66,68.73084897220568
8472,Anna,Bowers,Sales,37278.28,54.51901416920966
8473,Todd,Bryant,Testing,16469.85,41.45960968115214
8474,Kelly,Bryant,Sales,88247.47,47.073414678666055
8475,Shelby,Stewart,HR,73398.25,37.81715462160742
8476,Joshua,Fuentes,IT,68133.48,67.84318807799502
8477,Diane,Pena,Research,21764.98,47.18710024620986
8478,Anita,Collins,IT,80721.62,54.715253726908394
8479,Emily,Hart,Research,87022.64,56.922292021881276
8480,Brittany,Mccoy,Testing,85100.33,57.363103602857954
8481,James,Phillips,Sales,11406.36,47.25310967157125
8482,Kimberly,Carrillo,Testing,7256.67,57.33334637730055
8483,Stacy,Hatfield,Sales,35310.34,69.8712984025363
8484,Curtis,Russo,Testing,46147.27,47.73164008214337
8485,Heather,Jackson,Testing,2510.48,44.96400110842168
8486,Julie,Cummings,HR,69667.69,41.22600439045607
8487,Jennifer,Cruz,Testing,82568.48,40.749590107957104
8488,Jason,Brennan,Research,18256.3,47.03534515745265
8489,Walter,Drake,IT,31789.35,53.20825887586786
8490,Nicholas,Salazar,HR,77921.27,60.11419424361558
8491,Sara,Long,HR,360.74,48.31339145414947
8492,Luis,Bender,Sales,18694.39,18.622279858892536
8493,Adam,Anderson,Sales,68959.78,34.37656540387651
8494,Adam,Anderson,Sales,67147.25,43.996345756065104
8495,Richard,Sutton,Research,13598.15,58.70858663970835
8496,Isaac,Dominguez,IT,28950.1,60.70099719677101
8497,Patricia,Murray,Testing,77243.4,60.86925103692162
8498,David,Stokes,HR,26690.56,46.89628507200983
8499,Zachary,Garrett,Sales,8526.26,57.85616333991281
8500,Roger,Conrad,IT,34925.34,43.69325416073966
8501,Stephen,Rosario,Research,55175.71,29.505273844044957
8502,Andrea,Warren,Research,84393.59,42.99703470581608
8503,Jennifer,Castaneda,Testing,50223.46,40.92050218530754
8504,Philip,Turner,HR,40615.14,45.62912455227658
8505,David,Walsh,IT,47446.33,48.19512373374155
8506,Amy,Powell,HR,48872.41,64.72345279136522
8507,Emily,Peterson,HR,52664.67,53.80930100568239
8508,Matthew,Ramos,HR,32466.47,45.35819423398518
8509,Jill,Rogers,Testing,455.72,61.36635834199949
8510,Brian,Calderon,Sales,48762.75,62.84265067237284
8511,Michael,West,HR,33132.1,60.721383390169294
8512,Stanley,Wolfe,Research,92637.41,52.57810593753669
8513,Corey,Maynard,Research,45484.64,46.7567250104087
8514,Jacqueline,Wiggins,Research,48503.39,62.51558272709179
8515,Nicole,Mercado,Research,51943.11,59.06975411467969
8516,James,Chavez,IT,18143.62,53.799105507270525
8517,Marilyn,Reeves,Testing,98752.12,47.27818847365447
8518,Matthew,Reyes,IT,13153.7,54.1911658932156
8519,Lisa,Johnson,HR,18435.43,21.788610029481607
8520,Debbie,Bailey,Sales,91120.66,39.69472818884162
8521,Kevin,Thomas,Sales,37714.42,54.87690112844987
8522,Kimberly,Rivera,Research,81166.67,57.45109574248874
8523,Joshua,Parker,Sales,84834.78,47.34635760869415
8524,Wanda,Jones,Sales,90199.5,42.98184384709501
8525,Stephanie,Garza,Testing,57536.33,38.07835414070888
8526,Megan,Hill,Testing,93458.7,58.67817146551005
8527,Leslie,Wagner,Research,45468.61,51.839186181327385
8528,Joseph,Anderson,Sales,85491.21,36.4289495437959
8529,John,Thomas,Research,75539.89,60.2013107982146
8530,Joshua,Olson,IT,36392.96,40.65582218781853
8531,Diana,Reed,HR,41476.78,40.90520973307029
8532,Robert,Nash,HR,12459.85,49.19535454649754
8533,Brandi,Choi,Research,35367.09,50.900674672867964
8534,Andrea,Rush,Testing,64068.17,55.46012239129992
8535,Glenda,Ross,Research,73645.12,51.03134995087314
8536,Jennifer,Harper,Testing,29497.54,50.21058441610452
8537,Jennifer,Bryant,IT,48939.07,52.25708388528036
8538,Angela,Parker,IT,24390.0,40.65139342770567
8539,Jessica,Obrien,Sales,46144.21,42.62554889313524
8540,Benjamin,Cross,Research,35251.05,44.33118196920804
8541,Tony,Sims,Research,24170.71,46.32969104314756
8542,Breanna,Scott,HR,89699.16,34.89844203018852
8543,Nathaniel,Parker,Research,34110.56,63.87948719322496
8544,Thomas,Williams,HR,27391.68,32.262999363458306
8545,Donald,Lara,IT,32943.38,35.08241928211345
8546,Leslie,Vargas,Sales,69702.17,53.839604401922394
8547,Joseph,Morales,HR,53663.25,39.82840835285648
8548,Tiffany,Simmons,Sales,1156.46,53.14254769974027
8549,Brenda,Berry,Research,69724.63,35.5462156521583
8550,Robert,Smith,Sales,60718.05,44.640851335875
8551,Lisa,Porter,HR,40228.05,48.021123133404586
8552,Larry,Bowen,Research,88989.36,57.34295896046774
8553,Bianca,Clark,Testing,90676.96,57.88270120775102
8554,Renee,Garrison,Sales,89230.06,61.20057363655596
8555,Molly,Villarreal,Research,67336.21,41.756359410293534
8556,Judith,Calderon,Sales,60501.05,57.53584627810072
8557,Deanna,Miller,Research,48113.36,49.38603901801864
8558,Jeffrey,Armstrong,Research,84286.67,71.19624794659745
8559,Mark,Brady,HR,58463.86,51.59124743970949
8560,Sarah,Gill,HR,49741.64,44.52845836910871
8561,Donald,Baker,Testing,8627.76,42.446180583997844
8562,Andres,Hodge,IT,66133.09,55.69110408474351
8563,Jeremy,Miller,Sales,79077.99,50.278900844246756
8564,Brittany,Cook,Research,59931.23,32.98336223948104
8565,Melissa,Estrada,Sales,98979.85,63.697022745721064
8566,Catherine,Smith,Research,30566.14,58.64570545148671
8567,Donald,Elliott,HR,76069.51,24.072272821734067
8568,Joseph,Campos,Sales,46896.27,75.29541151437728
8569,Anthony,Smith,Research,43307.08,60.68210004770122
8570,Bryan,Garcia,Research,10044.39,35.90463103412942
8571,Amber,Rose,Testing,76531.77,47.72894193381907
8572,David,Thompson,Research,80188.67,37.76558226202698
8573,Matthew,Reynolds,IT,48696.24,43.22956089406948
8574,Nicholas,Taylor,Testing,63344.55,60.552069257309775
8575,Raymond,Smith,Sales,58750.33,42.94486569886074
8576,Andre,Carlson,Testing,29637.69,39.89879049393112
8577,Mark,Moss,IT,34638.79,48.864576975896846
8578,Tammy,Allison,Sales,43695.3,69.4571818194186
8579,Joseph,Shaw,IT,15635.32,50.548461698850005
8580,Sandra,Walters,IT,51252.82,55.598387963168285
8581,Taylor,Blanchard,HR,72520.31,29.939273642403045
8582,Nicholas,Nolan,HR,45535.17,51.4935767514706
8583,Melinda,Jackson,Research,16335.87,50.56397793593911
8584,Christy,Jones,IT,12618.64,55.9567080061382
8585,Margaret,Richard,Sales,87102.54,32.98110108805794
8586,Clinton,Hodges,IT,89242.1,66.20462750564985
8587,Patrick,Miller,Research,17759.04,43.691338749849415
8588,Christina,Hill,Sales,98467.55,45.247091368356024
8589,Jonathan,Rivera,Testing,54337.21,37.53428078002358
8590,Bryan,Schultz,IT,61731.54,54.7335193593911
8591,Lawrence,King,Sales,97784.97,50.990261660095605
8592,Teresa,Franklin,Testing,97187.28,61.02636142444198
8593,Blake,Harris,Sales,93987.21,66.15701047003392
8594,Preston,Kim,Research,43163.91,46.783564389811964
8595,Stacey,Jordan,HR,43238.12,36.02075723225032
8596,Michael,Campbell,Research,33524.46,50.2546743687559
8597,Taylor,Kemp,Sales,12844.57,56.545019640599016
8598,Joshua,Johnson,Sales,99975.42,52.45335706146886
8599,Michael,Diaz,Testing,94993.37,44.16650622206441
8600,Peter,Wheeler,HR,66946.51,30.00226305018829
8601,Keith,Brown,HR,97361.66,52.12686643129934
8602,Anna,King,Research,67042.68,70.79576905750417
8603,Terri,Bass,Research,82592.54,44.56618335848272
8604,Robert,Molina,Testing,33386.28,57.416530599057566
8605,Kevin,Walters,Research,97404.87,45.539494398703894
8606,Allison,Williams,Testing,95457.88,29.581427380602268
8607,Robert,Lynn,IT,39972.45,65.85851030886161
8608,Rodney,Harmon,IT,94729.07,48.060323295058595
8609,Melissa,King,Sales,30901.37,45.68047161110091
8610,Fernando,Molina,Sales,97123.85,29.85000320309581
8611,William,Morris,IT,29376.07,52.88694436968985
8612,Lisa,Gonzalez,Research,13966.06,38.94832726320363
8613,Alexander,Odonnell,HR,9005.93,36.96270105836824
8614,Antonio,Jordan,HR,36607.87,58.40753606904418
8615,Matthew,Jones,HR,88556.53,57.938444619262604
8616,Kimberly,Harvey,HR,47506.41,44.22277551120632
8617,Angela,Goodman,Testing,91717.8,44.973439033435355
8618,Philip,Kelly,Testing,64214.67,41.87972010903233
8619,Thomas,Castillo,IT,74716.01,45.559618596089614
8620,Kim,Martinez,IT,43524.95,65.40350065582695
8621,Laura,Rodriguez,Research,32613.61,43.7120219415671
8622,Blake,Harris,IT,8163.4,56.79536702108514
8623,Kayla,Davis,HR,31981.34,30.211456350923786
8624,Jackie,Allen,IT,17307.45,42.40952209592463
8625,Colin,Carney,Sales,90358.59,45.11543248772947
8626,Jose,Chavez,Sales,68591.27,47.635433192089316
8627,Karen,Lang,Sales,29845.64,48.928174148866
8628,Vernon,Mckenzie,IT,55478.99,29.790572692030516
8629,Tara,Patterson,Research,29980.63,46.13628418292339
8630,Katherine,Yang,Sales,75755.85,45.504709137460694
8631,Jesus,Davis,Research,39763.34,71.21862400507803
8632,Holly,Johnson,Sales,20040.6,50.53710707089703
8633,Melissa,Young,HR,25058.68,42.822212645606115
8634,Dustin,Liu,Sales,97983.18,45.16311128886044
8635,Lori,Johnson,HR,32016.13,50.45493772920699
8636,Kaylee,Barnes,Testing,72831.15,60.08177602995197
8637,Laura,Williamson,Testing,73121.76,51.71211435037459
8638,Thomas,Hopkins,Testing,40471.89,77.36379222243394
8639,Jessica,Hernandez,Testing,826.52,57.72899379571075
8640,Lauren,Beltran,Testing,43793.29,72.55867586363135
8641,Tony,Johnson,Testing,53615.07,64.00160243268557
8642,Lindsey,Greer,IT,21983.38,64.72931132735243
8643,Ms.,Morgan,Testing,30572.52,51.25635273112897
8644,Sean,Acevedo,IT,84162.87,52.00989383810339
8645,April,Blair,Testing,40196.53,65.01451186900623
8646,Daniel,Calhoun,Research,99720.83,67.41420874616692
8647,Diane,Jones,Testing,10445.76,53.897121698785966
8648,Katherine,Thomas,HR,9051.51,49.74061812729348
8649,Laurie,Carrillo,Research,67886.43,65.63195600058738
8650,Adam,Sellers,Testing,6891.71,51.053133234537334
8651,Tina,Doyle,Sales,69259.75,70.97231651191663
8652,Abigail,Washington,Research,77673.71,45.619387018718484
8653,Leah,Campbell,IT,77380.8,54.19355298285354
8654,Derek,Smith,Testing,94279.9,51.792571020143804
8655,Garrett,Walker,Research,80222.67,62.105254019249585
8656,Sheila,Jennings,IT,85275.05,49.72444347247389
8657,Joshua,Torres,Sales,69923.91,45.966480286584336
8658,Evelyn,Nelson,HR,94116.81,52.8989240539552
8659,Diana,Foster,IT,42976.15,47.24367610825206
8660,Michele,Potter,IT,48201.92,50.83073135997583
8661,Kristen,Johnson,HR,54294.58,52.288315100474684
8662,Curtis,Huang,Sales,45109.06,40.67409820888709
8663,Christopher,Carter,Sales,42566.65,33.81090761195449
8664,Jay,White,HR,9695.83,24.8117438758503
8665,Joseph,Hoover,Research,68266.14,55.84316607341528
8666,Stephanie,Foster,HR,83648.91,58.58893689616065
8667,Michael,Bailey,HR,73084.64,47.17833496257686
8668,Douglas,Sawyer,IT,6795.22,52.129377968787495
8669,Brent,Clark,Testing,81580.41,59.22252869822779
8670,Roy,Williams,Testing,54376.27,51.97510827305415
8671,Devin,Lynch,Research,28610.54,55.566469694331666
8672,Charles,Carr,Testing,68709.68,59.783934182707135
8673,Veronica,Robles,HR,64994.2,42.222157264325546
8674,Scott,Hubbard,Research,58137.22,39.5764913626341
8675,Julie,Rodriguez,Research,3581.98,49.10277181654685
8676,Eddie,Heath,Research,14975.73,48.29243468185061
8677,Samuel,Walter,IT,66794.77,58.510651052965756
8678,Catherine,Glass,Research,24002.25,51.084822385778075
8679,Johnny,Davis,Sales,46164.36,58.94856104322395
8680,Tracy,Schneider,Research,27408.58,52.006605338433914
8681,Stephen,Schmidt,Testing,76986.49,50.21361903789044
8682,Brenda,Young,Testing,19752.61,41.92045541276316
8683,Susan,Tran,IT,21258.59,40.473785330816526
8684,Lisa,Henderson,Research,82427.33,49.551015001175706
8685,Jamie,Hoffman,Testing,66615.89,62.16931270695359
8686,Patricia,Dunn,Testing,28824.27,42.37998507149444
8687,Lisa,Singh,IT,83658.21,37.458818793101095
8688,Cynthia,Munoz,Sales,44654.78,55.01498395793052
8689,Amanda,Browning,IT,55999.2,46.865052191824226
8690,Ronald,Bautista,HR,96202.91,64.59068592495358
8691,Edward,Green,Research,47763.16,47.967741409944466
8692,Thomas,Elliott,Testing,28972.97,43.76287330413361
8693,Sandra,Baker,Research,39047.17,55.93170350805012
8694,William,Smith,Research,21560.86,51.20477997728104
8695,Jennifer,Vance,Research,76351.23,37.69413441425723
8696,Mrs.,Cynthia,HR,49963.57,55.77938334935603
8697,Scott,Burnett,HR,35313.01,46.49248104768995
8698,Shawn,Massey,Sales,54593.86,55.24997660453882
8699,Ellen,Perry,HR,65023.16,53.76019889444527
8700,Hannah,Clements,IT,18359.62,51.17273486154121
8701,Madison,Alvarado,IT,65680.88,74.04847235355618
8702,Dylan,Miller,Testing,28334.65,42.104429939540964
8703,George,Sanchez,Testing,46941.98,43.38532389158885
8704,Andrea,Perry,HR,19364.59,55.41998096382522
8705,Dustin,Gray,Sales,64136.12,67.73527765568384
8706,Luis,Jackson,Testing,15835.4,41.311947155658295
8707,Linda,Jimenez,IT,2663.6,31.69283226549581
8708,William,Franklin,IT,82755.25,64.0508980890232
8709,Elizabeth,Solis,Testing,68408.32,48.18843567710923
8710,Jason,Gamble,IT,94727.17,58.46907360809758
8711,Nancy,Jones,HR,85928.33,56.82267961973685
